train/loss_step,epoch,step,val/loss,train/loss_epoch,test/loss
0.06396414339542389,0,49,,,
0.025481142103672028,0,99,,,
0.035177089273929596,0,149,,,
0.02431972697377205,0,199,,,
0.008085697889328003,0,249,,,
,0,295,0.05079324170947075,,
,0,295,,0.03310490399599075,
0.02235676720738411,1,299,,,
0.024867571890354156,1,349,,,
0.008073684759438038,1,399,,,
0.010245006531476974,1,449,,,
0.0234597846865654,1,499,,,
0.0192515030503273,1,549,,,
,1,591,0.02831347845494747,,
,1,591,,0.01882348209619522,
0.0211391169577837,2,599,,,
0.01832665503025055,2,649,,,
0.02299204096198082,2,699,,,
0.023334819823503494,2,749,,,
0.008042287081480026,2,799,,,
0.015955379232764244,2,849,,,
,2,887,0.030675366520881653,,
,2,887,,0.016052478924393654,
0.01221008226275444,3,899,,,
0.019104285165667534,3,949,,,
0.010961193591356277,3,999,,,
0.012850409373641014,3,1049,,,
0.007653700187802315,3,1099,,,
0.012818658724427223,3,1149,,,
,3,1183,0.04365912079811096,,
,3,1183,,0.015578936785459518,
0.009145872667431831,4,1199,,,
0.016481630504131317,4,1249,,,
0.019411776214838028,4,1299,,,
0.009438136592507362,4,1349,,,
0.009875684045255184,4,1399,,,
0.019559964537620544,4,1449,,,
,4,1479,0.030958812683820724,,
,4,1479,,0.015182100236415863,
0.010709306225180626,5,1499,,,
0.012887125834822655,5,1549,,,
0.018182985484600067,5,1599,,,
0.013643132522702217,5,1649,,,
0.02865237183868885,5,1699,,,
0.01706746593117714,5,1749,,,
,5,1775,0.038474876433610916,,
,5,1775,,0.01470101997256279,
0.016148116439580917,6,1799,,,
0.011395818553864956,6,1849,,,
0.01571132428944111,6,1899,,,
0.010468805208802223,6,1949,,,
0.007311210967600346,6,1999,,,
0.009500841610133648,6,2049,,,
,6,2071,0.030166076496243477,,
,6,2071,,0.013850748538970947,
0.015168801881372929,7,2099,,,
0.01345350407063961,7,2149,,,
0.008014507591724396,7,2199,,,
0.008449936285614967,7,2249,,,
0.011588855646550655,7,2299,,,
0.01646258682012558,7,2349,,,
,7,2367,0.046163350343704224,,
,7,2367,,0.012852099724113941,
0.02172115631401539,8,2399,,,
0.008002824150025845,8,2449,,,
0.012304136529564857,8,2499,,,
0.014298980124294758,8,2549,,,
0.011214371770620346,8,2599,,,
0.012336187064647675,8,2649,,,
,8,2663,0.040884919464588165,,
,8,2663,,0.012463525868952274,
0.008581685833632946,9,2699,,,
0.010439669713377953,9,2749,,,
0.006710119545459747,9,2799,,,
0.008265229873359203,9,2849,,,
0.013352607376873493,9,2899,,,
0.007855691015720367,9,2949,,,
,9,2959,0.12106336653232574,,
,9,2959,,0.012463278137147427,
0.020957330241799355,10,2999,,,
0.008996717631816864,10,3049,,,
0.008755570277571678,10,3099,,,
0.008423157036304474,10,3149,,,
0.008624056354165077,10,3199,,,
0.010456157848238945,10,3249,,,
,10,3255,0.01386821549385786,,
,10,3255,,0.011905268765985966,
0.025853587314486504,11,3299,,,
0.012772414833307266,11,3349,,,
0.013126993551850319,11,3399,,,
0.008445901796221733,11,3449,,,
0.008030201308429241,11,3499,,,
0.00743031594902277,11,3549,,,
,11,3551,0.012137629091739655,,
,11,3551,,0.011430886574089527,
0.008534295484423637,12,3599,,,
0.010778341442346573,12,3649,,,
0.022211497649550438,12,3699,,,
0.006113661453127861,12,3749,,,
0.006729168351739645,12,3799,,,
,12,3847,0.017564866691827774,,
,12,3847,,0.010931489989161491,
0.015344403684139252,13,3849,,,
0.010153178125619888,13,3899,,,
0.008505727164447308,13,3949,,,
0.010204180143773556,13,3999,,,
0.013893663883209229,13,4049,,,
0.00843777321279049,13,4099,,,
,13,4143,0.014846915379166603,,
,13,4143,,0.011179056018590927,
0.006107635796070099,14,4149,,,
0.006593597121536732,14,4199,,,
0.009810705669224262,14,4249,,,
0.0161101333796978,14,4299,,,
0.006784964818507433,14,4349,,,
0.005363731645047665,14,4399,,,
,14,4439,0.029314983636140823,,
,14,4439,,0.010489793494343758,
0.007091463077813387,15,4449,,,
0.005968869663774967,15,4499,,,
0.006255683954805136,15,4549,,,
0.011235035955905914,15,4599,,,
0.006137519143521786,15,4649,,,
0.009613031521439552,15,4699,,,
,15,4735,0.011282701045274734,,
,15,4735,,0.010564443655312061,
0.007769225165247917,16,4749,,,
0.0074829356744885445,16,4799,,,
0.006753537803888321,16,4849,,,
0.008796174079179764,16,4899,,,
0.008790877647697926,16,4949,,,
0.009776070713996887,16,4999,,,
,16,5031,0.01949569396674633,,
,16,5031,,0.010066949762403965,
0.006931775715202093,17,5049,,,
0.016757052391767502,17,5099,,,
0.02231679856777191,17,5149,,,
0.023825043812394142,17,5199,,,
0.008855951018631458,17,5249,,,
0.006358858197927475,17,5299,,,
,17,5327,0.011068552732467651,,
,17,5327,,0.011386403813958168,
0.006959152407944202,18,5349,,,
0.009714189916849136,18,5399,,,
0.008132312446832657,18,5449,,,
0.0077925315126776695,18,5499,,,
0.01357981562614441,18,5549,,,
0.007998976856470108,18,5599,,,
,18,5623,0.018776828423142433,,
,18,5623,,0.009958741255104542,
0.00565036665648222,19,5649,,,
0.011122417636215687,19,5699,,,
0.016256367787718773,19,5749,,,
0.012159062549471855,19,5799,,,
0.008236560970544815,19,5849,,,
0.01941043511033058,19,5899,,,
,19,5919,0.013907620683312416,,
,19,5919,,0.00973846111446619,
0.00881129503250122,20,5949,,,
0.006067182403057814,20,5999,,,
0.006982628256082535,20,6049,,,
0.0046563525684177876,20,6099,,,
0.006101435981690884,20,6149,,,
0.00676810834556818,20,6199,,,
,20,6215,0.018241049721837044,,
,20,6215,,0.009642539545893669,
0.00537925586104393,21,6249,,,
0.007046403829008341,21,6299,,,
0.008955645374953747,21,6349,,,
0.009309712797403336,21,6399,,,
0.007187281735241413,21,6449,,,
0.0056912158615887165,21,6499,,,
,21,6511,0.013115263544023037,,
,21,6511,,0.009481473825871944,
0.011856907047331333,22,6549,,,
0.009043232537806034,22,6599,,,
0.007384139578789473,22,6649,,,
0.016558915376663208,22,6699,,,
0.008283872157335281,22,6749,,,
0.009824510663747787,22,6799,,,
,22,6807,0.011479807086288929,,
,22,6807,,0.009212067350745201,
0.007843302562832832,23,6849,,,
0.007157600484788418,23,6899,,,
0.009986186400055885,23,6949,,,
0.007611697539687157,23,6999,,,
0.004474918823689222,23,7049,,,
0.009214342571794987,23,7099,,,
,23,7103,0.024877671152353287,,
,23,7103,,0.008695259690284729,
0.004684140905737877,24,7149,,,
0.007923204451799393,24,7199,,,
0.0060004740953445435,24,7249,,,
0.010315993800759315,24,7299,,,
0.008449094370007515,24,7349,,,
0.018033260479569435,24,7399,,,
,24,7399,0.013142256997525692,,
,24,7399,,0.008573295548558235,
0.0071691786870360374,25,7449,,,
0.005078591406345367,25,7499,,,
0.008473958820104599,25,7549,,,
0.007540914695709944,25,7599,,,
0.007809347938746214,25,7649,,,
,25,7695,0.010677333921194077,,
,25,7695,,0.008561811409890652,
0.005955517292022705,26,7699,,,
0.010220512747764587,26,7749,,,
0.006963389925658703,26,7799,,,
0.01474241353571415,26,7849,,,
0.005769792478531599,26,7899,,,
0.007161346264183521,26,7949,,,
,26,7991,0.04669588804244995,,
,26,7991,,0.008621972054243088,
0.008058534935116768,27,7999,,,
0.0034664017148315907,27,8049,,,
0.00930042751133442,27,8099,,,
0.015453869476914406,27,8149,,,
0.008205154910683632,27,8199,,,
0.006944318301975727,27,8249,,,
,27,8287,0.01409851759672165,,
,27,8287,,0.008337237872183323,
0.00622339453548193,28,8299,,,
0.007422706577926874,28,8349,,,
0.01725451834499836,28,8399,,,
0.0067030638456344604,28,8449,,,
0.014897625893354416,28,8499,,,
0.009140947833657265,28,8549,,,
,28,8583,0.015354312025010586,,
,28,8583,,0.007976457476615906,
0.012647931464016438,29,8599,,,
0.006215982139110565,29,8649,,,
0.007258632220327854,29,8699,,,
0.008351569063961506,29,8749,,,
0.0031240584794431925,29,8799,,,
0.007105138618499041,29,8849,,,
,29,8879,0.01072104275226593,,
,29,8879,,0.008142312988638878,
0.006880722474306822,30,8899,,,
0.006132491864264011,30,8949,,,
0.011503130197525024,30,8999,,,
0.007427603006362915,30,9049,,,
0.00719818938523531,30,9099,,,
0.01601184532046318,30,9149,,,
