train/loss_MS_SSIM_step,train/loss_MSE_step,train/loss_BCE_step,epoch,step,val/loss_MS_SSIM,val/loss_MSE,val/loss_BCE,train/loss_MS_SSIM_epoch,train/loss_MSE_epoch,train/loss_BCE_epoch,test/loss_MS_SSIM,test/loss_MSE,test/loss_BCE
51.48166275024414,0.14005038142204285,0.6891196966171265,0,49,,,,,,,,,
44.23095703125,0.135134756565094,0.6594640016555786,0,99,,,,,,,,,
53.25944519042969,0.12016627192497253,0.672341525554657,0,149,,,,,,,,,
45.29117202758789,0.11511774361133575,0.6491894721984863,0,199,,,,,,,,,
41.63004684448242,0.11347416043281555,0.6334737539291382,0,249,,,,,,,,,
40.34074020385742,0.10846766829490662,0.6326483488082886,0,299,,,,,,,,,
,,,0,311,41.11247634887695,0.11195125430822372,0.6373127698898315,,,,,,
,,,0,311,,,,46.97001266479492,0.1222948506474495,0.657993733882904,,,
36.068580627441406,0.10736218839883804,0.6313102841377258,1,349,,,,,,,,,
36.39704513549805,0.11307407915592194,0.6328085660934448,1,399,,,,,,,,,
45.939945220947266,0.13110628724098206,0.6486151814460754,1,449,,,,,,,,,
55.71835708618164,0.11079361289739609,0.6513079404830933,1,499,,,,,,,,,
37.878273010253906,0.11617531627416611,0.6237924098968506,1,549,,,,,,,,,
43.02804946899414,0.11250723153352737,0.643372654914856,1,599,,,,,,,,,
,,,1,623,39.161460876464844,0.1074410006403923,0.6278371810913086,,,,,,
,,,1,623,,,,41.36248016357422,0.11185043305158615,0.6366618275642395,,,
41.73921203613281,0.12295061349868774,0.6334426999092102,2,649,,,,,,,,,
30.841266632080078,0.10413981229066849,0.6306010484695435,2,699,,,,,,,,,
37.57256317138672,0.09984508156776428,0.6222028136253357,2,749,,,,,,,,,
42.96315383911133,0.10324935615062714,0.6297346949577332,2,799,,,,,,,,,
38.07221603393555,0.09328632801771164,0.6240354776382446,2,849,,,,,,,,,
32.833187103271484,0.1032043993473053,0.6269910335540771,2,899,,,,,,,,,
,,,2,935,37.37919235229492,0.10442531108856201,0.6216364502906799,,,,,,
,,,2,935,,,,38.891632080078125,0.10540622472763062,0.6234150528907776,,,
39.22267150878906,0.10667334496974945,0.6133313179016113,3,949,,,,,,,,,
41.32453155517578,0.11244498938322067,0.6291816830635071,3,999,,,,,,,,,
39.47026824951172,0.09584657847881317,0.6136044859886169,3,1049,,,,,,,,,
38.5233268737793,0.09264776110649109,0.6096726059913635,3,1099,,,,,,,,,
42.33164978027344,0.10176171362400055,0.6087377667427063,3,1149,,,,,,,,,
34.08528137207031,0.1259346306324005,0.6111767888069153,3,1199,,,,,,,,,
,,,3,1247,36.57368469238281,0.10178197175264359,0.6160688400268555,,,,,,
,,,3,1247,,,,38.46494674682617,0.10419975221157074,0.6209629774093628,,,
47.64106750488281,0.10300029814243317,0.6274044513702393,4,1249,,,,,,,,,
31.308805465698242,0.10948789119720459,0.5994207859039307,4,1299,,,,,,,,,
35.719871520996094,0.10539893805980682,0.6104944348335266,4,1349,,,,,,,,,
36.62802505493164,0.124747134745121,0.6314939260482788,4,1399,,,,,,,,,
42.03217697143555,0.10363581031560898,0.6084818243980408,4,1449,,,,,,,,,
37.40909194946289,0.09905847162008286,0.59375,4,1499,,,,,,,,,
36.58727264404297,0.09370359778404236,0.6100214719772339,4,1549,,,,,,,,,
,,,4,1559,36.81543731689453,0.10001752525568008,0.6124792695045471,,,,,,
,,,4,1559,,,,37.12311935424805,0.10015206784009933,0.6124337315559387,,,
35.28354263305664,0.09749440103769302,0.6088113784790039,5,1599,,,,,,,,,
41.50708770751953,0.09525527060031891,0.6144547462463379,5,1649,,,,,,,,,
39.38386917114258,0.10913965106010437,0.6159564256668091,5,1699,,,,,,,,,
39.19429016113281,0.09696316719055176,0.6024330854415894,5,1749,,,,,,,,,
37.217594146728516,0.09451953321695328,0.5837640762329102,5,1799,,,,,,,,,
38.72520446777344,0.1101233959197998,0.6013144850730896,5,1849,,,,,,,,,
,,,5,1871,35.05377960205078,0.09374530613422394,0.5988885164260864,,,,,,
,,,5,1871,,,,36.5603141784668,0.09650728106498718,0.6046829223632812,,,
36.05258560180664,0.10362078249454498,0.6175265312194824,6,1899,,,,,,,,,
38.07366943359375,0.08920800685882568,0.6083263158798218,6,1949,,,,,,,,,
36.310611724853516,0.1034252941608429,0.6051964163780212,6,1999,,,,,,,,,
36.202301025390625,0.09774012118577957,0.6083298921585083,6,2049,,,,,,,,,
35.04376220703125,0.09615403413772583,0.5974065065383911,6,2099,,,,,,,,,
30.592721939086914,0.0965242013335228,0.5892341136932373,6,2149,,,,,,,,,
,,,6,2183,35.45330810546875,0.09304238855838776,0.5974175930023193,,,,,,
,,,6,2183,,,,37.31966018676758,0.09600931406021118,0.6035802364349365,,,
43.94521713256836,0.08738240599632263,0.5943028926849365,7,2199,,,,,,,,,
32.486595153808594,0.09374465048313141,0.5907718539237976,7,2249,,,,,,,,,
35.56621170043945,0.09283758699893951,0.5967577695846558,7,2299,,,,,,,,,
45.611549377441406,0.09220560640096664,0.6080917119979858,7,2349,,,,,,,,,
29.30499267578125,0.09334170073270798,0.6141191720962524,7,2399,,,,,,,,,
40.036155700683594,0.0989408791065216,0.6104941964149475,7,2449,,,,,,,,,
,,,7,2495,34.48158645629883,0.09279657155275345,0.596713662147522,,,,,,
,,,7,2495,,,,35.66440200805664,0.09226535260677338,0.5954484343528748,,,
37.491111755371094,0.08410441875457764,0.579537034034729,8,2499,,,,,,,,,
39.16227722167969,0.08654043078422546,0.5893027782440186,8,2549,,,,,,,,,
39.25088119506836,0.0923997014760971,0.6135730147361755,8,2599,,,,,,,,,
28.087980270385742,0.09029938280582428,0.5752032995223999,8,2649,,,,,,,,,
44.20827102661133,0.10035685449838638,0.5932843089103699,8,2699,,,,,,,,,
32.03518295288086,0.08006469905376434,0.5983620882034302,8,2749,,,,,,,,,
34.852455139160156,0.1010383665561676,0.5911540389060974,8,2799,,,,,,,,,
,,,8,2807,33.691707611083984,0.08862115442752838,0.5876560211181641,,,,,,
,,,8,2807,,,,34.92631149291992,0.08923622965812683,0.589070200920105,,,
