train/loss_MS_SSIM_step,train/loss_MSE_step,train/loss_BCE_step,epoch,step,val/loss_MS_SSIM,val/loss_MSE,val/loss_BCE,train/loss_MS_SSIM_epoch,train/loss_MSE_epoch,train/loss_BCE_epoch
60.72319030761719,0.12475202232599258,0.689811110496521,0,49,,,,,,
45.9486083984375,0.13700559735298157,0.6686782240867615,0,99,,,,,,
53.18839645385742,0.13483241200447083,0.6771788597106934,0,149,,,,,,
49.34417724609375,0.12316997349262238,0.6809274554252625,0,199,,,,,,
44.476463317871094,0.12368623167276382,0.6660267114639282,0,249,,,,,,
39.03288269042969,0.12437436729669571,0.6659625768661499,0,299,,,,,,
,,,0,311,47.281768798828125,0.12843455374240875,0.6709215641021729,,,
,,,0,311,,,,49.979248046875,0.13214334845542908,0.6780246496200562
53.54043960571289,0.13740700483322144,0.6776310205459595,1,349,,,,,,
49.36543273925781,0.1312454789876938,0.6732965707778931,1,399,,,,,,
45.41637420654297,0.1293397694826126,0.6662301421165466,1,449,,,,,,
43.44445037841797,0.12242160737514496,0.6625369787216187,1,499,,,,,,
44.721405029296875,0.11722692847251892,0.6737203001976013,1,549,,,,,,
40.017189025878906,0.1359759122133255,0.6595301032066345,1,599,,,,,,
,,,1,623,46.0480842590332,0.12604157626628876,0.6660782098770142,,,
,,,1,623,,,,46.663204193115234,0.127474844455719,0.6686901450157166
43.383399963378906,0.10883372277021408,0.6673271656036377,2,649,,,,,,
44.65289306640625,0.12517845630645752,0.6601865291595459,2,699,,,,,,
45.906185150146484,0.1080416664481163,0.6673147678375244,2,749,,,,,,
51.60045623779297,0.1342795193195343,0.6742233633995056,2,799,,,,,,
45.07442092895508,0.11534497141838074,0.6672534942626953,2,849,,,,,,
46.717445373535156,0.12780503928661346,0.6530060768127441,2,899,,,,,,
,,,2,935,44.818824768066406,0.12133176624774933,0.6564803719520569,,,
,,,2,935,,,,45.38604736328125,0.12421539425849915,0.6620761752128601
43.41869354248047,0.1227610781788826,0.6605159044265747,3,949,,,,,,
46.7022705078125,0.11992514133453369,0.6542823314666748,3,999,,,,,,
44.84489059448242,0.11535129696130753,0.6584054231643677,3,1049,,,,,,
45.17757797241211,0.12137342244386673,0.6518808603286743,3,1099,,,,,,
53.62312698364258,0.11635014414787292,0.6662223935127258,3,1149,,,,,,
51.621978759765625,0.1181345134973526,0.659964382648468,3,1199,,,,,,
,,,3,1247,44.00272750854492,0.11960539221763611,0.6529368162155151,,,
,,,3,1247,,,,44.5389404296875,0.1212339997291565,0.6560697555541992
45.673484802246094,0.12511798739433289,0.6494131088256836,4,1249,,,,,,
44.3725471496582,0.11644189059734344,0.6552461385726929,4,1299,,,,,,
43.054569244384766,0.13601836562156677,0.6595118045806885,4,1349,,,,,,
43.53779602050781,0.1029263585805893,0.6475356817245483,4,1399,,,,,,
30.161767959594727,0.11949893832206726,0.6493895649909973,4,1449,,,,,,
52.31216049194336,0.13202862441539764,0.6764963865280151,4,1499,,,,,,
47.69935607910156,0.12746202945709229,0.6548286080360413,4,1549,,,,,,
,,,4,1559,43.14606475830078,0.11739151179790497,0.6483442783355713,,,
,,,4,1559,,,,43.754268646240234,0.11999128013849258,0.6533718705177307
46.268802642822266,0.12155120819807053,0.6503854990005493,5,1599,,,,,,
41.26386642456055,0.10872676968574524,0.6431698799133301,5,1649,,,,,,
45.168453216552734,0.11050346493721008,0.6567223072052002,5,1699,,,,,,
40.75320816040039,0.13008329272270203,0.642061710357666,5,1749,,,,,,
47.61391830444336,0.1210298091173172,0.6424625515937805,5,1799,,,,,,
47.006988525390625,0.11920340359210968,0.6662752628326416,5,1849,,,,,,
,,,5,1871,42.516517639160156,0.11545133590698242,0.6443446278572083,,,
,,,5,1871,,,,43.14052200317383,0.1173967570066452,0.6481096744537354
47.732521057128906,0.11908936500549316,0.6555786728858948,6,1899,,,,,,
43.23457336425781,0.10924132168292999,0.6393316984176636,6,1949,,,,,,
49.41461181640625,0.13370786607265472,0.6569123864173889,6,1999,,,,,,
43.01522445678711,0.11390450596809387,0.6430744528770447,6,2049,,,,,,
49.089134216308594,0.11881281435489655,0.6519307494163513,6,2099,,,,,,
40.58572006225586,0.12129245698451996,0.6363416910171509,6,2149,,,,,,
,,,6,2183,41.743194580078125,0.11380179971456528,0.6409257054328918,,,
,,,6,2183,,,,42.29285430908203,0.11591066420078278,0.6449421644210815
36.083648681640625,0.11223247647285461,0.6418701410293579,7,2199,,,,,,
43.04352569580078,0.12314809858798981,0.6398327946662903,7,2249,,,,,,
41.752315521240234,0.11439918726682663,0.6541488170623779,7,2299,,,,,,
41.1153564453125,0.129026859998703,0.6664403676986694,7,2349,,,,,,
46.76822280883789,0.09881600737571716,0.6583237051963806,7,2399,,,,,,
47.12858200073242,0.11435646563768387,0.6563220024108887,7,2449,,,,,,
,,,7,2495,43.711849212646484,0.11737743020057678,0.6482789516448975,,,
,,,7,2495,,,,43.33284378051758,0.11898650974035263,0.6511135697364807
41.556419372558594,0.12833717465400696,0.6384307742118835,8,2499,,,,,,
48.399383544921875,0.10482606291770935,0.6505855321884155,8,2549,,,,,,
32.68519592285156,0.11860477179288864,0.6402063369750977,8,2599,,,,,,
46.993507385253906,0.12760654091835022,0.6435902118682861,8,2649,,,,,,
56.496238708496094,0.11919926106929779,0.6557239294052124,8,2699,,,,,,
38.594573974609375,0.11648236960172653,0.6359978914260864,8,2749,,,,,,
50.55882263183594,0.12243305891752243,0.6574050188064575,8,2799,,,,,,
,,,8,2807,42.53075408935547,0.11337701976299286,0.640097439289093,,,
,,,8,2807,,,,43.319313049316406,0.11604823917150497,0.645267903804779
36.954891204833984,0.12445017695426941,0.6346405148506165,9,2849,,,,,,
35.73971939086914,0.1352693736553192,0.6368587017059326,9,2899,,,,,,
40.89797592163086,0.10017278045415878,0.6348507404327393,9,2949,,,,,,
36.409271240234375,0.10257357358932495,0.6453308463096619,9,2999,,,,,,
44.63359832763672,0.11672534048557281,0.6370488405227661,9,3049,,,,,,
47.84980010986328,0.12783829867839813,0.6524887084960938,9,3099,,,,,,
,,,9,3119,41.860198974609375,0.11276093870401382,0.6385948061943054,,,
,,,9,3119,,,,42.32484436035156,0.11459659785032272,0.6422815322875977
46.519874572753906,0.11972321569919586,0.643860936164856,10,3149,,,,,,
38.89715576171875,0.12012550234794617,0.6356465816497803,10,3199,,,,,,
39.60261535644531,0.1116776317358017,0.6319424510002136,10,3249,,,,,,
33.942909240722656,0.10334561765193939,0.6376463174819946,10,3299,,,,,,
36.364830017089844,0.10532452911138535,0.6360880136489868,10,3349,,,,,,
46.351139068603516,0.10914815962314606,0.6430195569992065,10,3399,,,,,,
,,,10,3431,41.62785339355469,0.11137878894805908,0.6359602808952332,,,
,,,10,3431,,,,41.94184494018555,0.11254792660474777,0.6381025314331055
34.73830795288086,0.10635937005281448,0.6343222856521606,11,3449,,,,,,
44.045440673828125,0.1076551079750061,0.6364307999610901,11,3499,,,,,,
40.42496109008789,0.11621223390102386,0.6242995262145996,11,3549,,,,,,
36.606502532958984,0.09919744729995728,0.6394363641738892,11,3599,,,,,,
41.601078033447266,0.1182144358754158,0.6404082775115967,11,3649,,,,,,
37.82006072998047,0.11692699790000916,0.6328753232955933,11,3699,,,,,,
,,,11,3743,41.174705505371094,0.11467891931533813,0.6427573561668396,,,
,,,11,3743,,,,41.71977996826172,0.11245725303888321,0.637995719909668
40.15414047241211,0.09865625202655792,0.6434602737426758,12,3749,,,,,,
37.254722595214844,0.12009380757808685,0.6423310041427612,12,3799,,,,,,
35.735206604003906,0.12320633977651596,0.6336168050765991,12,3849,,,,,,
36.460147857666016,0.10849591344594955,0.621976375579834,12,3899,,,,,,
36.408966064453125,0.10879532992839813,0.6256086826324463,12,3949,,,,,,
44.61701965332031,0.09684102237224579,0.6329843401908875,12,3999,,,,,,
49.98270797729492,0.12568585574626923,0.6422247886657715,12,4049,,,,,,
,,,12,4055,40.139244079589844,0.11129133403301239,0.6356614232063293,,,
,,,12,4055,,,,41.16910171508789,0.11278148740530014,0.6385316252708435
45.586265563964844,0.10399022698402405,0.6296471357345581,13,4099,,,,,,
36.24113845825195,0.0999830886721611,0.6365926265716553,13,4149,,,,,,
