train/loss_step,epoch,step,val/loss,train/loss_epoch,test/loss
35.65850067138672,0,49,,,
44.7281494140625,0,99,,,
48.183353424072266,0,149,,,
50.981937408447266,0,199,,,
33.8124885559082,0,249,,,
,0,295,37.66075134277344,,
,0,295,,43.62065124511719,
38.11982727050781,1,299,,,
33.33905792236328,1,349,,,
44.141971588134766,1,399,,,
37.318302154541016,1,449,,,
29.723430633544922,1,499,,,
38.633148193359375,1,549,,,
,1,591,38.10038375854492,,
,1,591,,40.07892990112305,
35.598106384277344,2,599,,,
38.92784118652344,2,649,,,
49.23566436767578,2,699,,,
35.85014343261719,2,749,,,
32.49600601196289,2,799,,,
36.30751419067383,2,849,,,
,2,887,35.8448486328125,,
,2,887,,38.999656677246094,
37.6790771484375,3,899,,,
38.994850158691406,3,949,,,
43.4490966796875,3,999,,,
42.63569259643555,3,1049,,,
43.660118103027344,3,1099,,,
42.17528533935547,3,1149,,,
,3,1183,36.1453971862793,,
,3,1183,,40.24014663696289,
37.78898620605469,4,1199,,,
38.36506652832031,4,1249,,,
40.56473922729492,4,1299,,,
30.646282196044922,4,1349,,,
43.310462951660156,4,1399,,,
47.579586029052734,4,1449,,,
,4,1479,37.65247344970703,,
,4,1479,,37.9022216796875,
36.41628646850586,5,1499,,,
39.27130126953125,5,1549,,,
36.092864990234375,5,1599,,,
45.32933044433594,5,1649,,,
38.13548278808594,5,1699,,,
33.13282775878906,5,1749,,,
,5,1775,34.795562744140625,,
,5,1775,,38.30270767211914,
30.274450302124023,6,1799,,,
28.596187591552734,6,1849,,,
36.411190032958984,6,1899,,,
39.795101165771484,6,1949,,,
27.452777862548828,6,1999,,,
44.19338607788086,6,2049,,,
,6,2071,33.38473892211914,,
,6,2071,,35.3132438659668,
28.711105346679688,7,2099,,,
49.095672607421875,7,2149,,,
35.07468032836914,7,2199,,,
34.27058029174805,7,2249,,,
35.03764724731445,7,2299,,,
31.678407669067383,7,2349,,,
,7,2367,33.82144546508789,,
,7,2367,,37.8858528137207,
36.23741149902344,8,2399,,,
41.46159744262695,8,2449,,,
31.203222274780273,8,2499,,,
30.94600486755371,8,2549,,,
34.01421356201172,8,2599,,,
33.25851058959961,8,2649,,,
,8,2663,31.319215774536133,,
,8,2663,,34.36841583251953,
32.09501647949219,9,2699,,,
38.50437927246094,9,2749,,,
35.021114349365234,9,2799,,,
32.606201171875,9,2849,,,
28.78655242919922,9,2899,,,
23.559783935546875,9,2949,,,
,9,2959,31.1873779296875,,
,9,2959,,34.399574279785156,
30.154502868652344,10,2999,,,
28.380220413208008,10,3049,,,
25.743877410888672,10,3099,,,
35.820125579833984,10,3149,,,
29.590511322021484,10,3199,,,
26.564443588256836,10,3249,,,
,10,3255,28.591285705566406,,
,10,3255,,31.692970275878906,
29.698013305664062,11,3299,,,
24.633848190307617,11,3349,,,
23.26325225830078,11,3399,,,
36.74092102050781,11,3449,,,
35.215782165527344,11,3499,,,
24.587177276611328,11,3549,,,
,11,3551,27.07781410217285,,
,11,3551,,29.422346115112305,
30.07892417907715,12,3599,,,
26.464927673339844,12,3649,,,
30.383729934692383,12,3699,,,
