train/loss_MS_SSIM_step,train/loss_MSE_step,train/loss_BCE_step,epoch,step,val/loss_MS_SSIM,val/loss_MSE,val/loss_BCE,train/loss_MS_SSIM_epoch,train/loss_MSE_epoch,train/loss_BCE_epoch,test/loss_MS_SSIM,test/loss_MSE,test/loss_BCE
54.33544921875,0.1458122879266739,0.6846201419830322,0,49,,,,,,,,,
50.37432861328125,0.12563525140285492,0.6679893136024475,0,99,,,,,,,,,
57.50431823730469,0.1327253133058548,0.6666482090950012,0,149,,,,,,,,,
45.80949401855469,0.11023317277431488,0.6531928181648254,0,199,,,,,,,,,
40.790950775146484,0.11883732676506042,0.6403048634529114,0,249,,,,,,,,,
47.46928405761719,0.11433631181716919,0.6532608270645142,0,299,,,,,,,,,
,,,0,311,40.94596862792969,0.11396055668592453,0.6415583491325378,,,,,,
,,,0,311,,,,46.842041015625,0.12446676194667816,0.6625757217407227,,,
39.624385833740234,0.11388777941465378,0.6438473463058472,1,349,,,,,,,,,
44.14914321899414,0.11051630973815918,0.6312878727912903,1,399,,,,,,,,,
29.794174194335938,0.10232082009315491,0.6288600564002991,1,449,,,,,,,,,
42.75331497192383,0.10938085615634918,0.6237701177597046,1,499,,,,,,,,,
35.643333435058594,0.09644173830747604,0.623715877532959,1,549,,,,,,,,,
39.8233757019043,0.12071238458156586,0.6286362409591675,1,599,,,,,,,,,
,,,1,623,38.80771255493164,0.10869470238685608,0.6307157278060913,,,,,,
,,,1,623,,,,40.4639892578125,0.11070091277360916,0.6345457434654236,,,
36.942195892333984,0.09934298694133759,0.6356459856033325,2,649,,,,,,,,,
38.83559799194336,0.11432245373725891,0.6178185939788818,2,699,,,,,,,,,
45.49840545654297,0.10755431652069092,0.6355959177017212,2,749,,,,,,,,,
46.923030853271484,0.10022597759962082,0.6140184998512268,2,799,,,,,,,,,
40.93302917480469,0.10167873650789261,0.623774528503418,2,849,,,,,,,,,
42.11883544921875,0.09793585538864136,0.6080385446548462,2,899,,,,,,,,,
,,,2,935,36.94417190551758,0.10085558146238327,0.6143355965614319,,,,,,
,,,2,935,,,,38.92655563354492,0.10473961383104324,0.6221999526023865,,,
51.149391174316406,0.1189623773097992,0.6273983120918274,3,949,,,,,,,,,
39.35092544555664,0.10072541236877441,0.6195223331451416,3,999,,,,,,,,,
25.36728286743164,0.10116893798112869,0.6132526993751526,3,1049,,,,,,,,,
35.040836334228516,0.10194416344165802,0.6061699986457825,3,1099,,,,,,,,,
35.18783950805664,0.10189925134181976,0.5995311737060547,3,1149,,,,,,,,,
46.09571838378906,0.10572496056556702,0.6263028383255005,3,1199,,,,,,,,,
,,,3,1247,36.86397171020508,0.10105601698160172,0.6148090362548828,,,,,,
,,,3,1247,,,,38.86286926269531,0.10285213589668274,0.6182001829147339,,,
36.61390686035156,0.10276222229003906,0.6131339073181152,4,1249,,,,,,,,,
39.521278381347656,0.1087244302034378,0.5991225242614746,4,1299,,,,,,,,,
29.362499237060547,0.10814150422811508,0.6100547313690186,4,1349,,,,,,,,,
47.7310905456543,0.09688657522201538,0.6162293553352356,4,1399,,,,,,,,,
39.04861831665039,0.08890604972839355,0.6129938364028931,4,1449,,,,,,,,,
44.82963562011719,0.09525527060031891,0.6207053661346436,4,1499,,,,,,,,,
38.79108428955078,0.10084597766399384,0.6076844930648804,4,1549,,,,,,,,,
,,,4,1559,35.31319046020508,0.09434530884027481,0.6004814505577087,,,,,,
,,,4,1559,,,,36.995792388916016,0.09710395336151123,0.6060656309127808,,,
35.29505920410156,0.0992078110575676,0.6043873429298401,5,1599,,,,,,,,,
37.63550567626953,0.08483476936817169,0.590604305267334,5,1649,,,,,,,,,
37.64603042602539,0.10172178596258163,0.6158144474029541,5,1699,,,,,,,,,
33.171749114990234,0.09412841498851776,0.6091634631156921,5,1749,,,,,,,,,
35.30015182495117,0.08463113009929657,0.591728687286377,5,1799,,,,,,,,,
38.77559280395508,0.10715840756893158,0.6014314889907837,5,1849,,,,,,,,,
,,,5,1871,35.20887756347656,0.09417609125375748,0.6001515984535217,,,,,,
,,,5,1871,,,,36.948326110839844,0.09617824107408524,0.6040940284729004,,,
38.11704635620117,0.10074575245380402,0.6073671579360962,6,1899,,,,,,,,,
30.55168342590332,0.10293251276016235,0.5765848159790039,6,1949,,,,,,,,,
29.782306671142578,0.0901351124048233,0.6006275415420532,6,1999,,,,,,,,,
35.808746337890625,0.09138165414333344,0.5944471955299377,6,2049,,,,,,,,,
27.081893920898438,0.09552189707756042,0.5896133184432983,6,2099,,,,,,,,,
32.955562591552734,0.09851640462875366,0.5935122966766357,6,2149,,,,,,,,,
,,,6,2183,35.67353820800781,0.09052160382270813,0.5923280119895935,,,,,,
,,,6,2183,,,,36.19219207763672,0.09290776401758194,0.5971373319625854,,,
33.24911117553711,0.08888581395149231,0.5838257670402527,7,2199,,,,,,,,,
30.742979049682617,0.0852566584944725,0.5852429866790771,7,2249,,,,,,,,,
34.89720153808594,0.09375140070915222,0.5685709714889526,7,2299,,,,,,,,,
30.721782684326172,0.08628107607364655,0.6025923490524292,7,2349,,,,,,,,,
41.48397445678711,0.09465917944908142,0.5861002206802368,7,2399,,,,,,,,,
39.34482192993164,0.0875081792473793,0.5855214595794678,7,2449,,,,,,,,,
,,,7,2495,34.09330368041992,0.08892722427845001,0.5886489748954773,,,,,,
,,,7,2495,,,,35.28983688354492,0.08915413916110992,0.5889211297035217,,,
28.67009735107422,0.0884983241558075,0.578220009803772,8,2499,,,,,,,,,
31.184791564941406,0.0875336155295372,0.572410523891449,8,2549,,,,,,,,,
30.766857147216797,0.08240476995706558,0.5824186205863953,8,2599,,,,,,,,,
35.139076232910156,0.07369566708803177,0.5996710062026978,8,2649,,,,,,,,,
36.42705535888672,0.08011560142040253,0.5687421560287476,8,2699,,,,,,,,,
39.062808990478516,0.07652445882558823,0.5783520936965942,8,2749,,,,,,,,,
31.406736373901367,0.07429244369268417,0.5552162528038025,8,2799,,,,,,,,,
,,,8,2807,34.424991607666016,0.08675641566514969,0.5835015773773193,,,,,,
,,,8,2807,,,,34.3735237121582,0.08535633236169815,0.5803455710411072,,,
30.193687438964844,0.08257235586643219,0.5671066045761108,9,2849,,,,,,,,,
35.6853141784668,0.09189678728580475,0.5918360352516174,9,2899,,,,,,,,,
37.23206329345703,0.0921449288725853,0.6142697334289551,9,2949,,,,,,,,,
39.04216384887695,0.05912104994058609,0.5897133350372314,9,2999,,,,,,,,,
33.17363739013672,0.07579852640628815,0.5898013114929199,9,3049,,,,,,,,,
35.60746765136719,0.0714612603187561,0.5642023086547852,9,3099,,,,,,,,,
,,,9,3119,35.11833190917969,0.08946415036916733,0.589522659778595,,,,,,
,,,9,3119,,,,35.54725646972656,0.08850493282079697,0.5873888731002808,,,
31.856298446655273,0.07005272060632706,0.583632230758667,10,3149,,,,,,,,,
46.17763900756836,0.08502219617366791,0.5884803533554077,10,3199,,,,,,,,,
34.76863479614258,0.07661714404821396,0.5766494274139404,10,3249,,,,,,,,,
34.64807891845703,0.08563931286334991,0.5656379461288452,10,3299,,,,,,,,,
31.1612606048584,0.08143384754657745,0.5450162291526794,10,3349,,,,,,,,,
32.623924255371094,0.09686914831399918,0.572201132774353,10,3399,,,,,,,,,
,,,10,3431,33.22812271118164,0.08228626102209091,0.5737981796264648,,,,,,
,,,10,3431,,,,34.4727783203125,0.08454788476228714,0.5785216093063354,,,
29.00892448425293,0.07015202939510345,0.5583337545394897,11,3449,,,,,,,,,
31.3164119720459,0.08195528388023376,0.5988167524337769,11,3499,,,,,,,,,
36.242794036865234,0.08784717321395874,0.5813695192337036,11,3549,,,,,,,,,
34.79895782470703,0.09206759929656982,0.5640259981155396,11,3599,,,,,,,,,
32.34563446044922,0.09112519770860672,0.5620322227478027,11,3649,,,,,,,,,
30.896495819091797,0.07965882122516632,0.5627610087394714,11,3699,,,,,,,,,
,,,11,3743,32.49700164794922,0.08083876222372055,0.5705314874649048,,,,,,
,,,11,3743,,,,33.65190505981445,0.08074650168418884,0.5702330470085144,,,
30.478214263916016,0.08433575183153152,0.5878142714500427,12,3749,,,,,,,,,
26.907503128051758,0.06875826418399811,0.5638425350189209,12,3799,,,,,,,,,
36.05509948730469,0.08700516819953918,0.5821271538734436,12,3849,,,,,,,,,
34.27048873901367,0.08224408328533173,0.5880746841430664,12,3899,,,,,,,,,
35.01189422607422,0.0783831775188446,0.564293384552002,12,3949,,,,,,,,,
