train/loss_MS_SSIM_step,train/loss_MSE_step,train/loss_BCE_step,epoch,step,test/loss_MS_SSIM,test/loss_MSE,test/loss_BCE
44.40587615966797,0.1272910088300705,0.6431436538696289,0,49,,,
38.10658264160156,0.11180015653371811,0.6354095935821533,0,99,,,
37.622188568115234,0.10578623414039612,0.6151127815246582,0,149,,,
,,,0,186,41.13207244873047,0.10930809378623962,0.6294368505477905
