train/loss_step,epoch,step,val/loss,train/loss_epoch,test/loss
0.47237420082092285,0,49,,,
0.44291964173316956,0,99,,,
0.47112658619880676,0,149,,,
0.4467841386795044,0,199,,,
0.38921058177948,0,249,,,
,0,295,0.6167432069778442,,
,0,295,,0.44713613390922546,
0.38905850052833557,1,299,,,
0.41056928038597107,1,349,,,
0.3689228892326355,1,399,,,
0.4223850667476654,1,449,,,
0.39581775665283203,1,499,,,
0.36794447898864746,1,549,,,
,1,591,0.5474392175674438,,
,1,591,,0.41637590527534485,
0.39045101404190063,2,599,,,
0.4176879823207855,2,649,,,
0.3552964925765991,2,699,,,
0.3677975535392761,2,749,,,
0.4233005940914154,2,799,,,
0.4021092653274536,2,849,,,
,2,887,0.6096145510673523,,
,2,887,,0.41151055693626404,
0.3801845610141754,3,899,,,
0.3758285641670227,3,949,,,
0.39882171154022217,3,999,,,
0.403450071811676,3,1049,,,
0.415094792842865,3,1099,,,
0.4118126630783081,3,1149,,,
,3,1183,0.4617445468902588,,
,3,1183,,0.40637826919555664,
0.3560106158256531,4,1199,,,
0.43171417713165283,4,1249,,,
0.43332165479660034,4,1299,,,
0.36933720111846924,4,1349,,,
0.4282380938529968,4,1399,,,
0.43307268619537354,4,1449,,,
,4,1479,0.608638346195221,,
,4,1479,,0.4096217453479767,
0.40282005071640015,5,1499,,,
0.4340905249118805,5,1549,,,
0.43621310591697693,5,1599,,,
0.42088621854782104,5,1649,,,
0.387656033039093,5,1699,,,
0.42569538950920105,5,1749,,,
,5,1775,0.45722684264183044,,
,5,1775,,0.40282946825027466,
0.39186903834342957,6,1799,,,
0.3812565207481384,6,1849,,,
0.3690478801727295,6,1899,,,
0.38343435525894165,6,1949,,,
0.3939230144023895,6,1999,,,
0.36694005131721497,6,2049,,,
,6,2071,0.45909592509269714,,
,6,2071,,0.4006037712097168,
0.3895096182823181,7,2099,,,
0.3741922676563263,7,2149,,,
0.4374147057533264,7,2199,,,
0.3946511745452881,7,2249,,,
0.39077243208885193,7,2299,,,
0.35285815596580505,7,2349,,,
,7,2367,0.45480483770370483,,
,7,2367,,0.39757680892944336,
0.44860777258872986,8,2399,,,
0.38944873213768005,8,2449,,,
0.39200636744499207,8,2499,,,
0.3717327117919922,8,2549,,,
0.3964439332485199,8,2599,,,
0.39878422021865845,8,2649,,,
,8,2663,0.592861533164978,,
,8,2663,,0.3970479667186737,
0.37441980838775635,9,2699,,,
0.3586992025375366,9,2749,,,
0.369365394115448,9,2799,,,
0.4169844090938568,9,2849,,,
0.3494313359260559,9,2899,,,
0.34343093633651733,9,2949,,,
,9,2959,0.5468530058860779,,
,9,2959,,0.39556580781936646,
0.40493592619895935,10,2999,,,
0.39191383123397827,10,3049,,,
0.391262412071228,10,3099,,,
0.37870240211486816,10,3149,,,
0.3585231900215149,10,3199,,,
0.4402415156364441,10,3249,,,
,10,3255,0.41915908455848694,,
,10,3255,,0.39359050989151,
0.42247509956359863,11,3299,,,
0.3395698368549347,11,3349,,,
0.4035453796386719,11,3399,,,
0.35493403673171997,11,3449,,,
0.35208871960639954,11,3499,,,
0.406607985496521,11,3549,,,
,11,3551,0.427659809589386,,
,11,3551,,0.39237117767333984,
0.4260324239730835,12,3599,,,
0.36550092697143555,12,3649,,,
0.378021240234375,12,3699,,,
0.37314513325691223,12,3749,,,
0.42071765661239624,12,3799,,,
,12,3847,0.4416874349117279,,
