train/loss_step,epoch,step,val/loss,train/loss_epoch,test/loss
34.889244079589844,0,49,,,
46.115909576416016,0,99,,,
38.8291015625,0,149,,,
38.151939392089844,0,199,,,
33.06436538696289,0,249,,,
,0,295,40.96139907836914,,
,0,295,,44.653099060058594,
30.526214599609375,1,299,,,
36.727989196777344,1,349,,,
36.820411682128906,1,399,,,
37.981510162353516,1,449,,,
41.04783630371094,1,499,,,
38.45668411254883,1,549,,,
,1,591,36.548431396484375,,
,1,591,,40.13162612915039,
45.42151641845703,2,599,,,
38.010013580322266,2,649,,,
31.60533905029297,2,699,,,
42.38936996459961,2,749,,,
39.61043930053711,2,799,,,
36.040794372558594,2,849,,,
,2,887,35.22328567504883,,
,2,887,,39.13677215576172,
41.50070571899414,3,899,,,
34.751678466796875,3,949,,,
39.05621337890625,3,999,,,
26.876914978027344,3,1049,,,
32.17973709106445,3,1099,,,
39.57643508911133,3,1149,,,
,3,1183,33.83527374267578,,
,3,1183,,37.04418182373047,
34.74250030517578,4,1199,,,
46.144081115722656,4,1249,,,
33.83727264404297,4,1299,,,
34.37432098388672,4,1349,,,
31.583850860595703,4,1399,,,
36.70341873168945,4,1449,,,
,4,1479,31.812362670898438,,
,4,1479,,34.50172424316406,
36.92562484741211,5,1499,,,
42.2464714050293,5,1549,,,
28.81524658203125,5,1599,,,
38.85667419433594,5,1649,,,
35.674156188964844,5,1699,,,
26.55649185180664,5,1749,,,
,5,1775,40.13315963745117,,
,5,1775,,35.01920700073242,
44.75230026245117,6,1799,,,
35.75640869140625,6,1849,,,
33.91501998901367,6,1899,,,
29.951263427734375,6,1949,,,
29.552906036376953,6,1999,,,
30.615013122558594,6,2049,,,
,6,2071,30.140518188476562,,
,6,2071,,34.4964714050293,
22.504257202148438,7,2099,,,
29.696422576904297,7,2149,,,
36.59707260131836,7,2199,,,
26.336896896362305,7,2249,,,
32.89391326904297,7,2299,,,
26.209932327270508,7,2349,,,
,7,2367,27.477540969848633,,
,7,2367,,30.4725399017334,
24.330116271972656,8,2399,,,
34.205047607421875,8,2449,,,
32.57392501831055,8,2499,,,
26.253414154052734,8,2549,,,
34.846622467041016,8,2599,,,
30.783367156982422,8,2649,,,
,8,2663,27.528478622436523,,
,8,2663,,28.818622589111328,
24.212968826293945,9,2699,,,
36.04193878173828,9,2749,,,
27.663494110107422,9,2799,,,
27.85068702697754,9,2849,,,
22.230207443237305,9,2899,,,
41.02163314819336,9,2949,,,
,9,2959,35.4287223815918,,
,9,2959,,30.68636131286621,
33.368446350097656,10,2999,,,
41.16034698486328,10,3049,,,
34.18711853027344,10,3099,,,
36.0898323059082,10,3149,,,
26.550792694091797,10,3199,,,
36.9467658996582,10,3249,,,
,10,3255,27.23705291748047,,
,10,3255,,32.303192138671875,
54.01666259765625,11,3299,,,
36.328102111816406,11,3349,,,
