train/loss_step,epoch,step,val/loss,train/loss_epoch,test/loss
0.06271080672740936,0,49,,,
0.04833213612437248,0,99,,,
0.02273273654282093,0,149,,,
0.023897787556052208,0,199,,,
0.022098608314990997,0,249,,,
,0,295,0.020923860371112823,,
,0,295,,0.03811386600136757,
0.02355974167585373,1,299,,,
0.014449557289481163,1,349,,,
0.011314564384520054,1,399,,,
0.02890404872596264,1,449,,,
0.01533486507833004,1,499,,,
0.024449672549962997,1,549,,,
,1,591,0.027610091492533684,,
,1,591,,0.01897159218788147,
0.015222294256091118,2,599,,,
0.014101719483733177,2,649,,,
0.010273410007357597,2,699,,,
0.027485214173793793,2,749,,,
0.018390081822872162,2,799,,,
0.01413043774664402,2,849,,,
,2,887,0.015454870648682117,,
,2,887,,0.01632148027420044,
0.014956346713006496,3,899,,,
0.011673489585518837,3,949,,,
0.021312598139047623,3,999,,,
0.016110138967633247,3,1049,,,
0.013448745012283325,3,1099,,,
0.027646884322166443,3,1149,,,
,3,1183,0.01555324625223875,,
,3,1183,,0.015554969199001789,
0.006233232095837593,4,1199,,,
0.012406507506966591,4,1249,,,
0.014159065671265125,4,1299,,,
0.010028606280684471,4,1349,,,
0.014602554962038994,4,1399,,,
0.01892048865556717,4,1449,,,
,4,1479,0.013950185850262642,,
,4,1479,,0.013921896927058697,
0.014716580510139465,5,1499,,,
0.010236585512757301,5,1549,,,
0.01754331961274147,5,1599,,,
0.007775710895657539,5,1649,,,
0.014711594209074974,5,1699,,,
0.013650355860590935,5,1749,,,
,5,1775,0.020389361307024956,,
,5,1775,,0.013995652087032795,
0.014638765715062618,6,1799,,,
0.0130007890984416,6,1849,,,
0.013699292205274105,6,1899,,,
0.008798161521553993,6,1949,,,
0.020086068660020828,6,1999,,,
0.01185757014900446,6,2049,,,
,6,2071,0.02098674327135086,,
,6,2071,,0.012822570279240608,
0.02253684401512146,7,2099,,,
0.0236065611243248,7,2149,,,
0.005180887412279844,7,2199,,,
0.020502883940935135,7,2249,,,
0.01669742725789547,7,2299,,,
0.009902211837470531,7,2349,,,
,7,2367,0.017993981018662453,,
,7,2367,,0.013018040917813778,
0.010276991873979568,8,2399,,,
0.0056532928720116615,8,2449,,,
0.02258310839533806,8,2499,,,
0.02169623225927353,8,2549,,,
0.028279133141040802,8,2599,,,
0.008647741749882698,8,2649,,,
,8,2663,0.014520764350891113,,
,8,2663,,0.011819116771221161,
0.01140145119279623,9,2699,,,
0.00882197916507721,9,2749,,,
0.011830009520053864,9,2799,,,
0.011173414997756481,9,2849,,,
0.009009962901473045,9,2899,,,
0.008495768532156944,9,2949,,,
,9,2959,0.023270491510629654,,
,9,2959,,0.012109099887311459,
0.007519369944930077,10,2999,,,
0.017599692568182945,10,3049,,,
0.023828689008951187,10,3099,,,
0.021071787923574448,10,3149,,,
0.008750145323574543,10,3199,,,
0.009519163519144058,10,3249,,,
,10,3255,0.016744956374168396,,
,10,3255,,0.011441320180892944,
0.009079132229089737,11,3299,,,
0.007250111550092697,11,3349,,,
0.010291758924722672,11,3399,,,
0.011965963989496231,11,3449,,,
0.010354673489928246,11,3499,,,
0.014370232820510864,11,3549,,,
,11,3551,0.013467102311551571,,
,11,3551,,0.01178990863263607,
0.013834185898303986,12,3599,,,
0.009562697261571884,12,3649,,,
0.020175335928797722,12,3699,,,
0.014054540544748306,12,3749,,,
0.007105001248419285,12,3799,,,
,12,3847,0.012634752318263054,,
,12,3847,,0.011572656221687794,
0.007798623293638229,13,3849,,,
0.008073417469859123,13,3899,,,
0.007103456184267998,13,3949,,,
0.00681212916970253,13,3999,,,
0.008957168087363243,13,4049,,,
0.00815051980316639,13,4099,,,
,13,4143,0.024411575868725777,,
,13,4143,,0.010345574468374252,
0.011376572772860527,14,4149,,,
0.011620935052633286,14,4199,,,
0.012887961231172085,14,4249,,,
0.006219671107828617,14,4299,,,
0.009718731045722961,14,4349,,,
0.011391956359148026,14,4399,,,
,14,4439,0.012438144534826279,,
,14,4439,,0.010658287443220615,
0.007611379958689213,15,4449,,,
0.011048607528209686,15,4499,,,
0.005540583282709122,15,4549,,,
0.005511267110705376,15,4599,,,
0.017671652138233185,15,4649,,,
0.010741455480456352,15,4699,,,
,15,4735,0.011858537793159485,,
,15,4735,,0.009986930526793003,
0.006631575990468264,16,4749,,,
0.006331116892397404,16,4799,,,
0.007924076169729233,16,4849,,,
0.010057751089334488,16,4899,,,
0.006234154105186462,16,4949,,,
0.0190327987074852,16,4999,,,
,16,5031,0.018458735197782516,,
,16,5031,,0.009836070239543915,
0.01789696514606476,17,5049,,,
0.008577178232371807,17,5099,,,
0.0061394162476062775,17,5149,,,
0.01712271198630333,17,5199,,,
0.009815946221351624,17,5249,,,
0.009961461648344994,17,5299,,,
,17,5327,0.01329974178224802,,
,17,5327,,0.009894460439682007,
0.007522952742874622,18,5349,,,
0.012757452204823494,18,5399,,,
0.005562860984355211,18,5449,,,
0.009313665330410004,18,5499,,,
0.01146127562969923,18,5549,,,
0.01509135589003563,18,5599,,,
,18,5623,0.013988558202981949,,
,18,5623,,0.009365659207105637,
0.008407576009631157,19,5649,,,
0.01126351859420538,19,5699,,,
0.004722153302282095,19,5749,,,
0.004771354608237743,19,5799,,,
0.005714344792068005,19,5849,,,
0.007058706600219011,19,5899,,,
,19,5919,0.014222551137208939,,
,19,5919,,0.009161731228232384,
0.009053165093064308,20,5949,,,
0.0055449241772294044,20,5999,,,
0.006219913251698017,20,6049,,,
0.02606828883290291,20,6099,,,
0.009554410353302956,20,6149,,,
0.005521905608475208,20,6199,,,
,20,6215,0.01333016250282526,,
,20,6215,,0.008715484291315079,
0.007435859180986881,21,6249,,,
0.00647489819675684,21,6299,,,
0.00673840194940567,21,6349,,,
0.006875279359519482,21,6399,,,
0.013801196590065956,21,6449,,,
0.012950841337442398,21,6499,,,
,21,6511,0.016902241855859756,,
,21,6511,,0.00900532677769661,
0.007761921733617783,22,6549,,,
0.006548460107296705,22,6599,,,
0.006597538478672504,22,6649,,,
0.005948593840003014,22,6699,,,
0.009403571486473083,22,6749,,,
0.0073029291816055775,22,6799,,,
,22,6807,0.012442760169506073,,
,22,6807,,0.009108403697609901,
0.007116119377315044,23,6849,,,
0.0076447161845862865,23,6899,,,
0.014493314549326897,23,6949,,,
0.00788976065814495,23,6999,,,
0.016474977135658264,23,7049,,,
0.006027323193848133,23,7099,,,
,23,7103,0.012994843535125256,,
,23,7103,,0.0091704735532403,
0.0076712253503501415,24,7149,,,
0.017887528985738754,24,7199,,,
0.008418450132012367,24,7249,,,
0.005439896136522293,24,7299,,,
0.006170140579342842,24,7349,,,
0.0068995049223303795,24,7399,,,
,24,7399,0.012094353325664997,,
,24,7399,,0.008244524709880352,
0.007273504976183176,25,7449,,,
0.005666219629347324,25,7499,,,
0.0056479331105947495,25,7549,,,
0.006278400309383869,25,7599,,,
0.008657772094011307,25,7649,,,
,25,7695,0.013618331402540207,,
,25,7695,,0.008022570982575417,
0.0069185541942715645,26,7699,,,
0.006114427000284195,26,7749,,,
0.005380480084568262,26,7799,,,
0.014086788520216942,26,7849,,,
0.00922214612364769,26,7899,,,
0.008976898156106472,26,7949,,,
,26,7991,0.010158604942262173,,
,26,7991,,0.008046656847000122,
0.012018444016575813,27,7999,,,
0.006019291467964649,27,8049,,,
0.012646506540477276,27,8099,,,
0.008550832979381084,27,8149,,,
0.018245209008455276,27,8199,,,
0.008112567476928234,27,8249,,,
,27,8287,0.01422795094549656,,
,27,8287,,0.0081406868994236,
0.022711100056767464,28,8299,,,
0.009013902395963669,28,8349,,,
0.009040787816047668,28,8399,,,
0.004588522017002106,28,8449,,,
0.006606409791857004,28,8499,,,
0.0061243451200425625,28,8549,,,
,28,8583,0.009473051875829697,,
,28,8583,,0.008010704070329666,
0.013319045305252075,29,8599,,,
0.008924956433475018,29,8649,,,
0.019467968493700027,29,8699,,,
0.005748612340539694,29,8749,,,
0.008535741828382015,29,8799,,,
0.004586410708725452,29,8849,,,
,29,8879,0.013803265988826752,,
,29,8879,,0.007787312380969524,
0.004924870561808348,30,8899,,,
0.006337609142065048,30,8949,,,
0.005060945171862841,30,8999,,,
0.014893255196511745,30,9049,,,
0.004630382172763348,30,9099,,,
0.010282864794135094,30,9149,,,
,30,9175,0.012519060634076595,,
,30,9175,,0.007549419533461332,
0.009374387562274933,31,9199,,,
0.005187376867979765,31,9249,,,
0.003922856878489256,31,9299,,,
0.014064686372876167,31,9349,,,
0.006561541464179754,31,9399,,,
0.01919170282781124,31,9449,,,
,31,9471,0.01074788998812437,,
,31,9471,,0.007501134183257818,
0.004094571806490421,32,9499,,,
0.0061937496066093445,32,9549,,,
0.00901809148490429,32,9599,,,
0.005786799360066652,32,9649,,,
0.0031097233295440674,32,9699,,,
0.013512165285646915,32,9749,,,
,32,9767,0.009636446833610535,,
,32,9767,,0.007602354045957327,
0.004670057445764542,33,9799,,,
0.005055493675172329,33,9849,,,
0.004011377692222595,33,9899,,,
0.004818183369934559,33,9949,,,
